UNITID,EFALEVEL,LINE,SECTION,LSTUDY,XEFTOTLT,EFTOTLT,XEFTOTLM,EFTOTLM,XEFTOTLW,EFTOTLW,XEFAIANT,EFAIANT,XEFAIANM,EFAIANM,XEFAIANW,EFAIANW,XEFASIAT,EFASIAT,XEFASIAM,EFASIAM,XEFASIAW,EFASIAW,XEFBKAAT,EFBKAAT,XEFBKAAM,EFBKAAM,XEFBKAAW,EFBKAAW,XEFHISPT,EFHISPT,XEFHISPM,EFHISPM,XEFHISPW,EFHISPW,XEFNHPIT,EFNHPIT,XEFNHPIM,EFNHPIM,XEFNHPIW,EFNHPIW,XEFWHITT,EFWHITT,XEFWHITM,EFWHITM,XEFWHITW,EFWHITW,XEF2MORT,EF2MORT,XEF2MORM,EF2MORM,XEF2MORW,EF2MORW,XEFUNKNT,EFUNKNT,XEFUNKNM,EFUNKNM,XEFUNKNW,EFUNKNW,XEFNRALT,EFNRALT,XEFNRALM,EFNRALM,XEFNRALW,EFNRALW 
179867,11,99,3,1,"R",485,"R",179,"R",306,"R",0,"R",0,"R",0,"R",30,"R",9,"R",21,"R",50,"R",8,"R",42,"R",12,"R",3,"R",9,"R",0,"R",0,"R",0,"R",268,"R",96,"R",172,"R",7,"R",4,"R",3,"R",40,"R",16,"R",24,"R",78,"R",43,"R",35
179867,12,99,3,3,"R",6696,"R",3266,"R",3430,"R",37,"R",13,"R",24,"R",623,"R",314,"R",309,"R",367,"R",135,"R",232,"R",203,"R",93,"R",110,"R",3,"R",0,"R",3,"R",3352,"R",1576,"R",1776,"R",104,"R",46,"R",58,"R",390,"R",203,"R",187,"R",1617,"R",886,"R",731
179867,19,99,3,1,"R",128,"R",74,"R",54,"R",1,"R",0,"R",1,"R",9,"R",7,"R",2,"R",9,"R",3,"R",6,"R",6,"R",3,"R",3,"R",0,"R",0,"R",0,"R",64,"R",37,"R",27,"R",3,"R",2,"R",1,"R",12,"R",7,"R",5,"R",24,"R",15,"R",9
179867,20,99,3,1,"R",5115,"R",2534,"R",2581,"R",7,"R",5,"R",2,"R",858,"R",466,"R",392,"R",316,"R",109,"R",207,"R",274,"R",110,"R",164,"R",0,"R",0,"R",0,"R",2859,"R",1454,"R",1405,"R",190,"R",89,"R",101,"R",236,"R",99,"R",137,"R",375,"R",202,"R",173
179867,21,14,1,4,"R",12078,"R",5985,"R",6093,"R",43,"R",17,"R",26,"R",1698,"R",880,"R",818,"R",615,"R",221,"R",394,"R",532,"R",235,"R",297,"R",2,"R",0,"R",2,"R",6177,"R",3055,"R",3122,"R",345,"R",159,"R",186,"R",582,"R",269,"R",313,"R",2084,"R",1149,"R",935
179867,22, 8,1,1,"R",6587,"R",3328,"R",3259,"R",8,"R",6,"R",2,"R",1180,"R",626,"R",554,"R",344,"R",128,"R",216,"R",368,"R",165,"R",203,"R",1,"R",0,"R",1,"R",3586,"R",1861,"R",1725,"R",254,"R",119,"R",135,"R",271,"R",116,"R",155,"R",575,"R",307,"R",268
179867,23, 6,1,1,"R",6528,"R",3297,"R",3231,"R",8,"R",6,"R",2,"R",1178,"R",626,"R",552,"R",343,"R",127,"R",216,"R",368,"R",165,"R",203,"R",1,"R",0,"R",1,"R",3579,"R",1857,"R",1722,"R",253,"R",119,"R",134,"R",270,"R",115,"R",155,"R",528,"R",282,"R",246
179867,24, 1,1,1,"R",1595,"R",804,"R",791,"R",1,"R",1,"R",0,"R",322,"R",158,"R",164,"R",77,"R",30,"R",47,"R",100,"R",55,"R",45,"R",1,"R",0,"R",1,"R",859,"R",448,"R",411,"R",65,"R",31,"R",34,"R",38,"R",15,"R",23,"R",132,"R",66,"R",66
179867,25,99,1,1,"R",4933,"R",2493,"R",2440,"R",7,"R",5,"R",2,"R",856,"R",468,"R",388,"R",266,"R",97,"R",169,"R",268,"R",110,"R",158,"R",0,"R",0,"R",0,"R",2720,"R",1409,"R",1311,"R",188,"R",88,"R",100,"R",232,"R",100,"R",132,"R",396,"R",216,"R",180
179867,31, 7,1,1,"R",59,"R",31,"R",28,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7,"R",4,"R",3,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0,"R",47,"R",25,"R",22
179867,32,11,1,3,"R",5491,"R",2657,"R",2834,"R",35,"R",11,"R",24,"R",518,"R",254,"R",264,"R",271,"R",93,"R",178,"R",164,"R",70,"R",94,"R",1,"R",0,"R",1,"R",2591,"R",1194,"R",1397,"R",91,"R",40,"R",51,"R",311,"R",153,"R",158,"R",1509,"R",842,"R",667
179867,39, 2,1,1,"R",103,"R",64,"R",39,"R",0,"R",0,"R",0,"R",9,"R",7,"R",2,"R",4,"R",2,"R",2,"R",5,"R",3,"R",2,"R",0,"R",0,"R",0,"R",50,"R",31,"R",19,"R",3,"R",2,"R",1,"R",8,"R",4,"R",4,"R",24,"R",15,"R",9
179867,40, 3,1,1,"R",4830,"R",2429,"R",2401,"R",7,"R",5,"R",2,"R",847,"R",461,"R",386,"R",262,"R",95,"R",167,"R",263,"R",107,"R",156,"R",0,"R",0,"R",0,"R",2670,"R",1378,"R",1292,"R",185,"R",86,"R",99,"R",224,"R",96,"R",128,"R",372,"R",201,"R",171
179867,41,28,2,4,"R",1954,"R",877,"R",1077,"R",3,"R",2,"R",1,"R",146,"R",75,"R",71,"R",204,"R",64,"R",140,"R",65,"R",29,"R",36,"R",2,"R",0,"R",2,"R",1231,"R",559,"R",672,"R",26,"R",14,"R",12,"R",135,"R",71,"R",64,"R",142,"R",63,"R",79
179867,42,22,2,1,"R",749,"R",268,"R",481,"R",1,"R",0,"R",1,"R",41,"R",15,"R",26,"R",108,"R",22,"R",86,"R",26,"R",6,"R",20,"R",0,"R",0,"R",0,"R",470,"R",177,"R",293,"R",13,"R",8,"R",5,"R",56,"R",21,"R",35,"R",34,"R",19,"R",15
179867,43,20,2,1,"R",323,"R",120,"R",203,"R",1,"R",0,"R",1,"R",13,"R",6,"R",7,"R",59,"R",15,"R",44,"R",14,"R",3,"R",11,"R",0,"R",0,"R",0,"R",209,"R",85,"R",124,"R",7,"R",4,"R",3,"R",17,"R",6,"R",11,"R",3,"R",1,"R",2
179867,44,15,2,1,"R",13,"R",5,"R",8,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",6,"R",3,"R",3,"R",2,"R",1,"R",1,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0
179867,45,99,2,1,"R",310,"R",115,"R",195,"R",1,"R",0,"R",1,"R",11,"R",5,"R",6,"R",59,"R",15,"R",44,"R",12,"R",3,"R",9,"R",0,"R",0,"R",0,"R",203,"R",82,"R",121,"R",5,"R",3,"R",2,"R",16,"R",6,"R",10,"R",3,"R",1,"R",2
179867,51,21,2,1,"R",426,"R",148,"R",278,"R",0,"R",0,"R",0,"R",28,"R",9,"R",19,"R",49,"R",7,"R",42,"R",12,"R",3,"R",9,"R",0,"R",0,"R",0,"R",261,"R",92,"R",169,"R",6,"R",4,"R",2,"R",39,"R",15,"R",24,"R",31,"R",18,"R",13
179867,52,25,2,3,"R",1205,"R",609,"R",596,"R",2,"R",2,"R",0,"R",105,"R",60,"R",45,"R",96,"R",42,"R",54,"R",39,"R",23,"R",16,"R",2,"R",0,"R",2,"R",761,"R",382,"R",379,"R",13,"R",6,"R",7,"R",79,"R",50,"R",29,"R",108,"R",44,"R",64
179867,59,16,2,1,"R",25,"R",10,"R",15,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",5,"R",1,"R",4,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",14,"R",6,"R",8,"R",0,"R",0,"R",0,"R",4,"R",3,"R",1,"R",0,"R",0,"R",0
179867,60,17,2,1,"R",285,"R",105,"R",180,"R",0,"R",0,"R",0,"R",11,"R",5,"R",6,"R",54,"R",14,"R",40,"R",11,"R",3,"R",8,"R",0,"R",0,"R",0,"R",189,"R",76,"R",113,"R",5,"R",3,"R",2,"R",12,"R",3,"R",9,"R",3,"R",1,"R",2
182670, 1,29,3,4,"R",6342,"R",3378,"R",2964,"R",91,"R",34,"R",57,"R",766,"R",367,"R",399,"R",336,"R",171,"R",165,"R",417,"R",200,"R",217,"R",4,"R",2,"R",2,"R",2936,"R",1611,"R",1325,"R",263,"R",107,"R",156,"R",526,"R",283,"R",243,"R",1003,"R",603,"R",400
182670, 2,99,3,1,"R",4276,"R",2179,"R",2097,"R",82,"R",29,"R",53,"R",587,"R",282,"R",305,"R",273,"R",140,"R",133,"R",319,"R",147,"R",172,"R",2,"R",2,"R",0,"R",1961,"R",1060,"R",901,"R",228,"R",86,"R",142,"R",444,"R",233,"R",211,"R",380,"R",200,"R",180
182670, 3,99,3,1,"R",4154,"R",2115,"R",2039,"R",82,"R",29,"R",53,"R",581,"R",276,"R",305,"R",272,"R",140,"R",132,"R",317,"R",146,"R",171,"R",2,"R",2,"R",0,"R",1946,"R",1052,"R",894,"R",227,"R",85,"R",142,"R",378,"R",200,"R",178,"R",349,"R",185,"R",164
182670, 4,99,3,1,"R",1109,"R",545,"R",564,"R",29,"R",12,"R",17,"R",171,"R",76,"R",95,"R",73,"R",35,"R",38,"R",81,"R",39,"R",42,"R",1,"R",1,"R",0,"R",517,"R",272,"R",245,"R",64,"R",21,"R",43,"R",78,"R",41,"R",37,"R",95,"R",48,"R",47
182670, 5,99,3,1,"R",3045,"R",1570,"R",1475,"R",53,"R",17,"R",36,"R",410,"R",200,"R",210,"R",199,"R",105,"R",94,"R",236,"R",107,"R",129,"R",1,"R",1,"Z",0,"R",1429,"R",780,"R",649,"R",163,"R",64,"R",99,"R",300,"R",159,"R",141,"R",254,"R",137,"R",117
182670,11,99,3,1,"R",122,"R",64,"R",58,"Z",0,"Z",0,"Z",0,"R",6,"R",6,"Z",0,"R",1,"Z",0,"R",1,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",15,"R",8,"R",7,"R",1,"R",1,"Z",0,"R",66,"R",33,"R",33,"R",31,"R",15,"R",16
182670,12,99,3,3,"R",2066,"R",1199,"R",867,"R",9,"R",5,"R",4,"R",179,"R",85,"R",94,"R",63,"R",31,"R",32,"R",98,"R",53,"R",45,"R",2,"Z",0,"R",2,"R",975,"R",551,"R",424,"R",35,"R",21,"R",14,"R",82,"R",50,"R",32,"R",623,"R",403,"R",220
182670,19,99,3,1,"R",3,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
182670,20,99,3,1,"R",3042,"R",1569,"R",1473,"R",53,"R",17,"R",36,"R",410,"R",200,"R",210,"R",199,"R",105,"R",94,"R",235,"R",107,"R",128,"R",1,"R",1,"Z",0,"R",1427,"R",779,"R",648,"R",163,"R",64,"R",99,"R",300,"R",159,"R",141,"R",254,"R",137,"R",117
182670,21,14,1,4,"R",6185,"R",3308,"R",2877,"R",91,"R",34,"R",57,"R",754,"R",358,"R",396,"R",333,"R",169,"R",164,"R",412,"R",199,"R",213,"R",4,"R",2,"R",2,"R",2864,"R",1583,"R",1281,"R",263,"R",107,"R",156,"R",463,"R",254,"R",209,"R",1001,"R",602,"R",399
182670,22, 8,1,1,"R",4200,"R",2140,"R",2060,"R",82,"R",29,"R",53,"R",581,"R",276,"R",305,"R",272,"R",140,"R",132,"R",317,"R",146,"R",171,"R",2,"R",2,"R",0,"R",1949,"R",1055,"R",894,"R",228,"R",86,"R",142,"R",389,"R",206,"R",183,"R",380,"R",200,"R",180
182670,23, 6,1,1,"R",4154,"R",2115,"R",2039,"R",82,"R",29,"R",53,"R",581,"R",276,"R",305,"R",272,"R",140,"R",132,"R",317,"R",146,"R",171,"R",2,"R",2,"R",0,"R",1946,"R",1052,"R",894,"R",227,"R",85,"R",142,"R",378,"R",200,"R",178,"R",349,"R",185,"R",164
182670,24, 1,1,1,"R",1109,"R",545,"R",564,"R",29,"R",12,"R",17,"R",171,"R",76,"R",95,"R",73,"R",35,"R",38,"R",81,"R",39,"R",42,"R",1,"R",1,"R",0,"R",517,"R",272,"R",245,"R",64,"R",21,"R",43,"R",78,"R",41,"R",37,"R",95,"R",48,"R",47
182670,25,99,1,1,"R",3045,"R",1570,"R",1475,"R",53,"R",17,"R",36,"R",410,"R",200,"R",210,"R",199,"R",105,"R",94,"R",236,"R",107,"R",129,"R",1,"R",1,"Z",0,"R",1429,"R",780,"R",649,"R",163,"R",64,"R",99,"R",300,"R",159,"R",141,"R",254,"R",137,"R",117
182670,31, 7,1,1,"R",46,"R",25,"R",21,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",3,"Z",0,"R",1,"R",1,"Z",0,"R",11,"R",6,"R",5,"R",31,"R",15,"R",16
182670,32,11,1,3,"R",1985,"R",1168,"R",817,"R",9,"R",5,"R",4,"R",173,"R",82,"R",91,"R",61,"R",29,"R",32,"R",95,"R",53,"R",42,"R",2,"Z",0,"R",2,"R",915,"R",528,"R",387,"R",35,"R",21,"R",14,"R",74,"R",48,"R",26,"R",621,"R",402,"R",219
182670,39, 2,1,1,"R",3,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
182670,40, 3,1,1,"R",3042,"R",1569,"R",1473,"R",53,"R",17,"R",36,"R",410,"R",200,"R",210,"R",199,"R",105,"R",94,"R",235,"R",107,"R",128,"R",1,"R",1,"Z",0,"R",1427,"R",779,"R",648,"R",163,"R",64,"R",99,"R",300,"R",159,"R",141,"R",254,"R",137,"R",117
182670,41,28,2,4,"R",157,"R",70,"R",87,"Z",0,"Z",0,"Z",0,"R",12,"R",9,"R",3,"R",3,"R",2,"R",1,"R",5,"R",1,"R",4,"Z",0,"Z",0,"Z",0,"R",72,"R",28,"R",44,"Z",0,"Z",0,"Z",0,"R",63,"R",29,"R",34,"R",2,"R",1,"R",1
182670,42,22,2,1,"R",76,"R",39,"R",37,"Z",0,"Z",0,"Z",0,"R",6,"R",6,"Z",0,"R",1,"Z",0,"R",1,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",12,"R",5,"R",7,"Z",0,"Z",0,"Z",0,"R",55,"R",27,"R",28,"Z",0,"Z",0,"Z",0
182670,51,21,2,1,"R",76,"R",39,"R",37,"Z",0,"Z",0,"Z",0,"R",6,"R",6,"Z",0,"R",1,"Z",0,"R",1,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",12,"R",5,"R",7,"Z",0,"Z",0,"Z",0,"R",55,"R",27,"R",28,"Z",0,"Z",0,"Z",0
182670,52,25,2,3,"R",81,"R",31,"R",50,"Z",0,"Z",0,"Z",0,"R",6,"R",3,"R",3,"R",2,"R",2,"Z",0,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",60,"R",23,"R",37,"Z",0,"Z",0,"Z",0,"R",8,"R",2,"R",6,"R",2,"R",1,"R",1
186131, 1,29,3,4,"R",8014,"R",4397,"R",3617,"R",9,"R",5,"R",4,"R",1233,"R",595,"R",638,"R",476,"R",198,"R",278,"R",537,"R",286,"R",251,"R",5,"R",1,"R",4,"R",3567,"R",2022,"R",1545,"R",283,"R",135,"R",148,"R",289,"R",172,"R",117,"R",1615,"R",983,"R",632
186131, 2,99,3,1,"R",5323,"R",2722,"R",2601,"R",4,"R",3,"R",1,"R",1054,"R",503,"R",551,"R",401,"R",160,"R",241,"R",426,"R",215,"R",211,"R",4,"R",1,"R",3,"R",2480,"R",1365,"R",1115,"R",218,"R",99,"R",119,"R",158,"R",89,"R",69,"R",578,"R",287,"R",291
186131, 3,99,3,1,"R",5234,"R",2667,"R",2567,"R",4,"R",3,"R",1,"R",1051,"R",501,"R",550,"R",400,"R",159,"R",241,"R",424,"R",214,"R",210,"R",3,"R",1,"R",2,"R",2467,"R",1360,"R",1107,"R",218,"R",99,"R",119,"R",98,"R",50,"R",48,"R",569,"R",280,"R",289
186131, 4,99,3,1,"R",1284,"R",655,"R",629,"R",1,"R",1,"R",0,"R",271,"R",127,"R",144,"R",105,"R",49,"R",56,"R",124,"R",66,"R",58,"R",1,"R",0,"R",1,"R",562,"R",306,"R",256,"R",46,"R",22,"R",24,"R",22,"R",9,"R",13,"R",152,"R",75,"R",77
186131, 5,99,3,1,"R",3950,"R",2012,"R",1938,"R",3,"R",2,"R",1,"R",780,"R",374,"R",406,"R",295,"R",110,"R",185,"R",300,"R",148,"R",152,"R",2,"R",1,"R",1,"R",1905,"R",1054,"R",851,"R",172,"R",77,"R",95,"R",76,"R",41,"R",35,"R",417,"R",205,"R",212
186131,11,99,3,1,"R",89,"R",55,"R",34,"R",0,"R",0,"R",0,"R",3,"R",2,"R",1,"R",1,"R",1,"R",0,"R",2,"R",1,"R",1,"R",1,"R",0,"R",1,"R",13,"R",5,"R",8,"R",0,"R",0,"R",0,"R",60,"R",39,"R",21,"R",9,"R",7,"R",2
186131,12,99,3,3,"R",2691,"R",1675,"R",1016,"R",5,"R",2,"R",3,"R",179,"R",92,"R",87,"R",75,"R",38,"R",37,"R",111,"R",71,"R",40,"R",1,"R",0,"R",1,"R",1087,"R",657,"R",430,"R",65,"R",36,"R",29,"R",131,"R",83,"R",48,"R",1037,"R",696,"R",341
186131,20,99,3,1,"R",3950,"R",2012,"R",1938,"R",3,"R",2,"R",1,"R",780,"R",374,"R",406,"R",295,"R",110,"R",185,"R",300,"R",148,"R",152,"R",2,"R",1,"R",1,"R",1905,"R",1054,"R",851,"R",172,"R",77,"R",95,"R",76,"R",41,"R",35,"R",417,"R",205,"R",212
186131,21,14,1,4,"R",7935,"R",4348,"R",3587,"R",9,"R",5,"R",4,"R",1230,"R",593,"R",637,"R",475,"R",197,"R",278,"R",535,"R",285,"R",250,"R",4,"R",1,"R",3,"R",3555,"R",2017,"R",1538,"R",283,"R",135,"R",148,"R",230,"R",133,"R",97,"R",1614,"R",982,"R",632
186131,22, 8,1,1,"R",5244,"R",2673,"R",2571,"R",4,"R",3,"R",1,"R",1051,"R",501,"R",550,"R",400,"R",159,"R",241,"R",424,"R",214,"R",210,"R",3,"R",1,"R",2,"R",2468,"R",1360,"R",1108,"R",218,"R",99,"R",119,"R",99,"R",50,"R",49,"R",577,"R",286,"R",291
186131,23, 6,1,1,"R",5234,"R",2667,"R",2567,"R",4,"R",3,"R",1,"R",1051,"R",501,"R",550,"R",400,"R",159,"R",241,"R",424,"R",214,"R",210,"R",3,"R",1,"R",2,"R",2467,"R",1360,"R",1107,"R",218,"R",99,"R",119,"R",98,"R",50,"R",48,"R",569,"R",280,"R",289
186131,24, 1,1,1,"R",1284,"R",655,"R",629,"R",1,"R",1,"R",0,"R",271,"R",127,"R",144,"R",105,"R",49,"R",56,"R",124,"R",66,"R",58,"R",1,"R",0,"R",1,"R",562,"R",306,"R",256,"R",46,"R",22,"R",24,"R",22,"R",9,"R",13,"R",152,"R",75,"R",77
186131,25,99,1,1,"R",3950,"R",2012,"R",1938,"R",3,"R",2,"R",1,"R",780,"R",374,"R",406,"R",295,"R",110,"R",185,"R",300,"R",148,"R",152,"R",2,"R",1,"R",1,"R",1905,"R",1054,"R",851,"R",172,"R",77,"R",95,"R",76,"R",41,"R",35,"R",417,"R",205,"R",212
186131,31, 7,1,1,"R",10,"R",6,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",8,"R",6,"R",2
186131,32,11,1,3,"R",2691,"R",1675,"R",1016,"R",5,"R",2,"R",3,"R",179,"R",92,"R",87,"R",75,"R",38,"R",37,"R",111,"R",71,"R",40,"R",1,"R",0,"R",1,"R",1087,"R",657,"R",430,"R",65,"R",36,"R",29,"R",131,"R",83,"R",48,"R",1037,"R",696,"R",341
186131,40, 3,1,1,"R",3950,"R",2012,"R",1938,"R",3,"R",2,"R",1,"R",780,"R",374,"R",406,"R",295,"R",110,"R",185,"R",300,"R",148,"R",152,"R",2,"R",1,"R",1,"R",1905,"R",1054,"R",851,"R",172,"R",77,"R",95,"R",76,"R",41,"R",35,"R",417,"R",205,"R",212
186131,41,28,2,4,"R",79,"R",49,"R",30,"R",0,"R",0,"R",0,"R",3,"R",2,"R",1,"R",1,"R",1,"R",0,"R",2,"R",1,"R",1,"R",1,"R",0,"R",1,"R",12,"R",5,"R",7,"R",0,"R",0,"R",0,"R",59,"R",39,"R",20,"R",1,"R",1,"R",0
186131,42,22,2,1,"R",79,"R",49,"R",30,"R",0,"R",0,"R",0,"R",3,"R",2,"R",1,"R",1,"R",1,"R",0,"R",2,"R",1,"R",1,"R",1,"R",0,"R",1,"R",12,"R",5,"R",7,"R",0,"R",0,"R",0,"R",59,"R",39,"R",20,"R",1,"R",1,"R",0
186131,51,21,2,1,"R",79,"R",49,"R",30,"R",0,"R",0,"R",0,"R",3,"R",2,"R",1,"R",1,"R",1,"R",0,"R",2,"R",1,"R",1,"R",1,"R",0,"R",1,"R",12,"R",5,"R",7,"R",0,"R",0,"R",0,"R",59,"R",39,"R",20,"R",1,"R",1,"R",0
186380, 1,29,3,4,"R",48036,"R",22267,"R",25769,"R",34,"R",16,"R",18,"R",10595,"R",5162,"R",5433,"R",3891,"R",1259,"R",2632,"R",5256,"R",2245,"R",3011,"R",134,"R",63,"R",71,"R",21530,"R",10409,"R",11121,"R",1319,"R",592,"R",727,"R",1242,"R",478,"R",764,"R",4035,"R",2043,"R",1992
186380, 2,99,3,1,"R",33901,"R",16856,"R",17045,"R",28,"R",16,"R",12,"R",8587,"R",4357,"R",4230,"R",2595,"R",973,"R",1622,"R",4138,"R",1894,"R",2244,"R",108,"R",55,"R",53,"R",15262,"R",8075,"R",7187,"R",1112,"R",516,"R",596,"R",676,"R",306,"R",370,"R",1395,"R",664,"R",731
186380, 3,99,3,1,"R",33427,"R",16649,"R",16778,"R",28,"R",16,"R",12,"R",8545,"R",4335,"R",4210,"R",2564,"R",964,"R",1600,"R",4113,"R",1886,"R",2227,"R",108,"R",55,"R",53,"R",15101,"R",8009,"R",7092,"R",1107,"R",511,"R",596,"R",598,"R",275,"R",323,"R",1263,"R",598,"R",665
186380, 4,99,3,1,"R",6403,"R",3241,"R",3162,"R",3,"R",1,"R",2,"R",1902,"R",965,"R",937,"R",419,"R",166,"R",253,"R",764,"R",339,"R",425,"R",21,"R",13,"R",8,"R",2528,"R",1390,"R",1138,"R",238,"R",99,"R",139,"R",120,"R",55,"R",65,"R",408,"R",213,"R",195
186380, 5,99,3,1,"R",27024,"R",13408,"R",13616,"R",25,"R",15,"R",10,"R",6643,"R",3370,"R",3273,"R",2145,"R",798,"R",1347,"R",3349,"R",1547,"R",1802,"R",87,"R",42,"R",45,"R",12573,"R",6619,"R",5954,"R",869,"R",412,"R",457,"R",478,"R",220,"R",258,"R",855,"R",385,"R",470
186380,11,99,3,1,"R",474,"R",207,"R",267,"R",0,"R",0,"R",0,"R",42,"R",22,"R",20,"R",31,"R",9,"R",22,"R",25,"R",8,"R",17,"R",0,"R",0,"R",0,"R",161,"R",66,"R",95,"R",5,"R",5,"R",0,"R",78,"R",31,"R",47,"R",132,"R",66,"R",66
186380,12,99,3,3,"R",14135,"R",5411,"R",8724,"R",6,"R",0,"R",6,"R",2008,"R",805,"R",1203,"R",1296,"R",286,"R",1010,"R",1118,"R",351,"R",767,"R",26,"R",8,"R",18,"R",6268,"R",2334,"R",3934,"R",207,"R",76,"R",131,"R",566,"R",172,"R",394,"R",2640,"R",1379,"R",1261
186380,19,99,3,1,"R",2581,"R",1227,"R",1354,"R",2,"R",1,"R",1,"R",298,"R",152,"R",146,"R",253,"R",92,"R",161,"R",359,"R",157,"R",202,"R",10,"R",5,"R",5,"R",1387,"R",702,"R",685,"R",69,"R",24,"R",45,"R",68,"R",27,"R",41,"R",135,"R",67,"R",68
186380,20,99,3,1,"R",24443,"R",12181,"R",12262,"R",23,"R",14,"R",9,"R",6345,"R",3218,"R",3127,"R",1892,"R",706,"R",1186,"R",2990,"R",1390,"R",1600,"R",77,"R",37,"R",40,"R",11186,"R",5917,"R",5269,"R",800,"R",388,"R",412,"R",410,"R",193,"R",217,"R",720,"R",318,"R",402
186380,21,14,1,4,"R",40321,"R",19588,"R",20733,"R",25,"R",14,"R",11,"R",9703,"R",4804,"R",4899,"R",3027,"R",1052,"R",1975,"R",4525,"R",2032,"R",2493,"R",110,"R",55,"R",55,"R",17654,"R",9045,"R",8609,"R",1214,"R",554,"R",660,"R",770,"R",361,"R",409,"R",3293,"R",1671,"R",1622
186380,22, 8,1,1,"R",31759,"R",15975,"R",15784,"R",25,"R",14,"R",11,"R",8303,"R",4213,"R",4090,"R",2361,"R",896,"R",1465,"R",3865,"R",1807,"R",2058,"R",103,"R",52,"R",51,"R",14167,"R",7612,"R",6555,"R",1072,"R",495,"R",577,"R",533,"R",258,"R",275,"R",1330,"R",628,"R",702
186380,23, 6,1,1,"R",31630,"R",15908,"R",15722,"R",25,"R",14,"R",11,"R",8296,"R",4210,"R",4086,"R",2359,"R",896,"R",1463,"R",3861,"R",1805,"R",2056,"R",103,"R",52,"R",51,"R",14145,"R",7595,"R",6550,"R",1072,"R",495,"R",577,"R",531,"R",256,"R",275,"R",1238,"R",585,"R",653
186380,24, 1,1,1,"R",6393,"R",3233,"R",3160,"R",3,"R",1,"R",2,"R",1898,"R",962,"R",936,"R",418,"R",165,"R",253,"R",763,"R",338,"R",425,"R",21,"R",13,"R",8,"R",2525,"R",1388,"R",1137,"R",238,"R",99,"R",139,"R",120,"R",55,"R",65,"R",407,"R",212,"R",195
186380,25,99,1,1,"R",25237,"R",12675,"R",12562,"R",22,"R",13,"R",9,"R",6398,"R",3248,"R",3150,"R",1941,"R",731,"R",1210,"R",3098,"R",1467,"R",1631,"R",82,"R",39,"R",43,"R",11620,"R",6207,"R",5413,"R",834,"R",396,"R",438,"R",411,"R",201,"R",210,"R",831,"R",373,"R",458
186380,31, 7,1,1,"R",129,"R",67,"R",62,"R",0,"R",0,"R",0,"R",7,"R",3,"R",4,"R",2,"R",0,"R",2,"R",4,"R",2,"R",2,"R",0,"R",0,"R",0,"R",22,"R",17,"R",5,"R",0,"R",0,"R",0,"R",2,"R",2,"R",0,"R",92,"R",43,"R",49
186380,32,11,1,3,"R",8562,"R",3613,"R",4949,"R",0,"R",0,"R",0,"R",1400,"R",591,"R",809,"R",666,"R",156,"R",510,"R",660,"R",225,"R",435,"R",7,"R",3,"R",4,"R",3487,"R",1433,"R",2054,"R",142,"R",59,"R",83,"R",237,"R",103,"R",134,"R",1963,"R",1043,"R",920
186380,39, 2,1,1,"R",2361,"R",1161,"R",1200,"R",2,"R",1,"R",1,"R",283,"R",144,"R",139,"R",222,"R",88,"R",134,"R",320,"R",149,"R",171,"R",10,"R",5,"R",5,"R",1275,"R",663,"R",612,"R",65,"R",24,"R",41,"R",53,"R",24,"R",29,"R",131,"R",63,"R",68
