UNITID,EFALEVEL,LINE,SECTION,LSTUDY,XEFTOTLT,EFTOTLT,XEFTOTLM,EFTOTLM,XEFTOTLW,EFTOTLW,XEFAIANT,EFAIANT,XEFAIANM,EFAIANM,XEFAIANW,EFAIANW,XEFASIAT,EFASIAT,XEFASIAM,EFASIAM,XEFASIAW,EFASIAW,XEFBKAAT,EFBKAAT,XEFBKAAM,EFBKAAM,XEFBKAAW,EFBKAAW,XEFHISPT,EFHISPT,XEFHISPM,EFHISPM,XEFHISPW,EFHISPW,XEFNHPIT,EFNHPIT,XEFNHPIM,EFNHPIM,XEFNHPIW,EFNHPIW,XEFWHITT,EFWHITT,XEFWHITM,EFWHITM,XEFWHITW,EFWHITW,XEF2MORT,EF2MORT,XEF2MORM,EF2MORM,XEF2MORW,EF2MORW,XEFUNKNT,EFUNKNT,XEFUNKNM,EFUNKNM,XEFUNKNW,EFUNKNW,XEFNRALT,EFNRALT,XEFNRALM,EFNRALM,XEFNRALW,EFNRALW 
145637,43,20,2,1,"R",534,"R",346,"R",188,"R",1,"R",0,"R",1,"R",91,"R",53,"R",38,"R",18,"R",8,"R",10,"R",44,"R",29,"R",15,"R",0,"R",0,"R",0,"R",247,"R",163,"R",84,"R",9,"R",5,"R",4,"R",3,"R",3,"R",0,"R",121,"R",85,"R",36
145637,44,15,2,1,"R",8,"R",7,"R",1,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5,"R",4,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0
145637,45,99,2,1,"R",526,"R",339,"R",187,"R",1,"R",0,"R",1,"R",90,"R",52,"R",38,"R",17,"R",7,"R",10,"R",44,"R",29,"R",15,"R",0,"R",0,"R",0,"R",242,"R",159,"R",83,"R",9,"R",5,"R",4,"R",3,"R",3,"R",0,"R",120,"R",84,"R",36
145637,51,21,2,1,"R",645,"R",424,"R",221,"R",1,"R",1,"R",0,"R",127,"R",81,"R",46,"R",25,"R",21,"R",4,"R",44,"R",29,"R",15,"R",0,"R",0,"R",0,"R",346,"R",218,"R",128,"R",15,"R",9,"R",6,"R",61,"R",45,"R",16,"R",26,"R",20,"R",6
145637,52,25,2,3,"R",2645,"R",1241,"R",1404,"R",5,"R",1,"R",4,"R",147,"R",74,"R",73,"R",149,"R",37,"R",112,"R",110,"R",47,"R",63,"R",3,"R",3,"R",0,"R",1487,"R",672,"R",815,"R",41,"R",14,"R",27,"R",138,"R",66,"R",72,"R",565,"R",327,"R",238
145637,59,16,2,1,"R",16,"R",7,"R",9,"R",0,"R",0,"R",0,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",9,"R",4,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",2,"R",0
145637,60,17,2,1,"R",510,"R",332,"R",178,"R",1,"R",0,"R",1,"R",87,"R",51,"R",36,"R",17,"R",7,"R",10,"R",42,"R",29,"R",13,"R",0,"R",0,"R",0,"R",233,"R",155,"R",78,"R",9,"R",5,"R",4,"R",3,"R",3,"R",0,"R",118,"R",82,"R",36
147767, 1,29,3,4,"R",21592,"R",11489,"R",10103,"R",48,"R",16,"R",32,"R",2856,"R",1464,"R",1392,"R",1030,"R",427,"R",603,"R",1552,"R",748,"R",804,"R",12,"R",10,"R",2,"R",10786,"R",5796,"R",4990,"R",639,"R",289,"R",350,"R",1554,"R",849,"R",705,"R",3115,"R",1890,"R",1225
147767, 2,99,3,1,"R",9283,"R",4518,"R",4765,"R",26,"R",6,"R",20,"R",1548,"R",787,"R",761,"R",529,"R",198,"R",331,"R",884,"R",397,"R",487,"R",1,"R",1,"R",0,"R",4975,"R",2486,"R",2489,"R",422,"R",181,"R",241,"R",262,"R",123,"R",139,"R",636,"R",339,"R",297
147767, 3,99,3,1,"R",8855,"R",4341,"R",4514,"R",23,"R",4,"R",19,"R",1509,"R",767,"R",742,"R",502,"R",189,"R",313,"R",855,"R",388,"R",467,"R",0,"R",0,"R",0,"R",4810,"R",2413,"R",2397,"R",419,"R",180,"R",239,"R",128,"R",74,"R",54,"R",609,"R",326,"R",283
147767, 4,99,3,1,"R",2040,"R",989,"R",1051,"R",0,"R",0,"R",0,"R",362,"R",167,"R",195,"R",122,"R",47,"R",75,"R",254,"R",113,"R",141,"R",0,"R",0,"R",0,"R",1022,"R",527,"R",495,"R",81,"R",33,"R",48,"R",18,"R",12,"R",6,"R",181,"R",90,"R",91
147767, 5,99,3,1,"R",6815,"R",3352,"R",3463,"R",23,"R",4,"R",19,"R",1147,"R",600,"R",547,"R",380,"R",142,"R",238,"R",601,"R",275,"R",326,"R",0,"R",0,"R",0,"R",3788,"R",1886,"R",1902,"R",338,"R",147,"R",191,"R",110,"R",62,"R",48,"R",428,"R",236,"R",192
147767,11,99,3,1,"R",428,"R",177,"R",251,"R",3,"R",2,"R",1,"R",39,"R",20,"R",19,"R",27,"R",9,"R",18,"R",29,"R",9,"R",20,"R",1,"R",1,"R",0,"R",165,"R",73,"R",92,"R",3,"R",1,"R",2,"R",134,"R",49,"R",85,"R",27,"R",13,"R",14
147767,12,99,3,3,"R",12309,"R",6971,"R",5338,"R",22,"R",10,"R",12,"R",1308,"R",677,"R",631,"R",501,"R",229,"R",272,"R",668,"R",351,"R",317,"R",11,"R",9,"R",2,"R",5811,"R",3310,"R",2501,"R",217,"R",108,"R",109,"R",1292,"R",726,"R",566,"R",2479,"R",1551,"R",928
147767,19,99,3,1,"R",77,"R",44,"R",33,"R",17,"Z",0,"R",17,"R",6,"R",3,"R",3,"R",1,"R",1,"R",0,"R",4,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"R",29,"R",29,"Z",0,"R",3,"R",0,"R",3,"R",2,"Z",0,"R",2,"R",15,"R",9,"R",6
147767,20,99,3,1,"R",6738,"R",3308,"R",3430,"R",6,"R",4,"R",2,"R",1141,"R",597,"R",544,"R",379,"R",141,"R",238,"R",597,"R",273,"R",324,"R",0,"R",0,"R",0,"R",3759,"R",1857,"R",1902,"R",335,"R",147,"R",188,"R",108,"R",62,"R",46,"R",413,"R",227,"R",186
147767,21,14,1,4,"R",17190,"R",8893,"R",8297,"R",40,"R",11,"R",29,"R",2330,"R",1186,"R",1144,"R",805,"R",312,"R",493,"R",1307,"R",612,"R",695,"R",5,"R",3,"R",2,"R",8267,"R",4238,"R",4029,"R",567,"R",255,"R",312,"R",1021,"R",563,"R",458,"R",2848,"R",1713,"R",1135
147767,22, 8,1,1,"R",8489,"R",4166,"R",4323,"R",23,"R",4,"R",19,"R",1463,"R",748,"R",715,"R",474,"R",178,"R",296,"R",820,"R",371,"R",449,"R",0,"R",0,"R",0,"R",4591,"R",2297,"R",2294,"R",405,"R",178,"R",227,"R",101,"R",61,"R",40,"R",612,"R",329,"R",283
147767,23, 6,1,1,"R",8458,"R",4146,"R",4312,"R",23,"R",4,"R",19,"R",1462,"R",747,"R",715,"R",470,"R",177,"R",293,"R",820,"R",371,"R",449,"R",0,"R",0,"R",0,"R",4586,"R",2294,"R",2292,"R",405,"R",178,"R",227,"R",95,"R",55,"R",40,"R",597,"R",320,"R",277
147767,24, 1,1,1,"R",2040,"R",989,"R",1051,"R",0,"R",0,"R",0,"R",362,"R",167,"R",195,"R",122,"R",47,"R",75,"R",254,"R",113,"R",141,"R",0,"R",0,"R",0,"R",1022,"R",527,"R",495,"R",81,"R",33,"R",48,"R",18,"R",12,"R",6,"R",181,"R",90,"R",91
147767,25,99,1,1,"R",6418,"R",3157,"R",3261,"R",23,"R",4,"R",19,"R",1100,"R",580,"R",520,"R",348,"R",130,"R",218,"R",566,"R",258,"R",308,"R",0,"R",0,"R",0,"R",3564,"R",1767,"R",1797,"R",324,"R",145,"R",179,"R",77,"R",43,"R",34,"R",416,"R",230,"R",186
147767,31, 7,1,1,"R",31,"R",20,"R",11,"R",0,"R",0,"Z",0,"R",1,"R",1,"Z",0,"R",4,"R",1,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",3,"R",2,"R",0,"R",0,"Z",0,"R",6,"R",6,"Z",0,"R",15,"R",9,"R",6
147767,32,11,1,3,"R",8701,"R",4727,"R",3974,"R",17,"R",7,"R",10,"R",867,"R",438,"R",429,"R",331,"R",134,"R",197,"R",487,"R",241,"R",246,"R",5,"R",3,"R",2,"R",3676,"R",1941,"R",1735,"R",162,"R",77,"R",85,"R",920,"R",502,"R",418,"R",2236,"R",1384,"R",852
147767,39, 2,1,1,"R",77,"R",44,"R",33,"R",17,"Z",0,"R",17,"R",6,"R",3,"R",3,"R",1,"R",1,"R",0,"R",4,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"R",29,"R",29,"Z",0,"R",3,"R",0,"R",3,"R",2,"Z",0,"R",2,"R",15,"R",9,"R",6
147767,40, 3,1,1,"R",6341,"R",3113,"R",3228,"R",6,"R",4,"R",2,"R",1094,"R",577,"R",517,"R",347,"R",129,"R",218,"R",562,"R",256,"R",306,"R",0,"R",0,"R",0,"R",3535,"R",1738,"R",1797,"R",321,"R",145,"R",176,"R",75,"R",43,"R",32,"R",401,"R",221,"R",180
147767,41,28,2,4,"R",4402,"R",2596,"R",1806,"R",8,"R",5,"R",3,"R",526,"R",278,"R",248,"R",225,"R",115,"R",110,"R",245,"R",136,"R",109,"R",7,"R",7,"R",0,"R",2519,"R",1558,"R",961,"R",72,"R",34,"R",38,"R",533,"R",286,"R",247,"R",267,"R",177,"R",90
147767,42,22,2,1,"R",794,"R",352,"R",442,"R",3,"R",2,"R",1,"R",85,"R",39,"R",46,"R",55,"R",20,"R",35,"R",64,"R",26,"R",38,"R",1,"R",1,"R",0,"R",384,"R",189,"R",195,"R",17,"R",3,"R",14,"R",161,"R",62,"R",99,"R",24,"R",10,"R",14
147767,43,20,2,1,"R",397,"R",195,"R",202,"R",0,"R",0,"R",0,"R",47,"R",20,"R",27,"R",32,"R",12,"R",20,"R",35,"R",17,"R",18,"R",0,"R",0,"R",0,"R",224,"R",119,"R",105,"R",14,"R",2,"R",12,"R",33,"R",19,"R",14,"R",12,"R",6,"R",6
147767,45,99,2,1,"R",397,"R",195,"R",202,"R",0,"R",0,"R",0,"R",47,"R",20,"R",27,"R",32,"R",12,"R",20,"R",35,"R",17,"R",18,"R",0,"R",0,"R",0,"R",224,"R",119,"R",105,"R",14,"R",2,"R",12,"R",33,"R",19,"R",14,"R",12,"R",6,"R",6
147767,51,21,2,1,"R",397,"R",157,"R",240,"R",3,"R",2,"R",1,"R",38,"R",19,"R",19,"R",23,"R",8,"R",15,"R",29,"R",9,"R",20,"R",1,"R",1,"R",0,"R",160,"R",70,"R",90,"R",3,"R",1,"R",2,"R",128,"R",43,"R",85,"R",12,"R",4,"R",8
147767,52,25,2,3,"R",3608,"R",2244,"R",1364,"R",5,"R",3,"R",2,"R",441,"R",239,"R",202,"R",170,"R",95,"R",75,"R",181,"R",110,"R",71,"R",6,"R",6,"R",0,"R",2135,"R",1369,"R",766,"R",55,"R",31,"R",24,"R",372,"R",224,"R",148,"R",243,"R",167,"R",76
147767,60,17,2,1,"R",397,"R",195,"R",202,"R",0,"R",0,"R",0,"R",47,"R",20,"R",27,"R",32,"R",12,"R",20,"R",35,"R",17,"R",18,"R",0,"R",0,"R",0,"R",224,"R",119,"R",105,"R",14,"R",2,"R",12,"R",33,"R",19,"R",14,"R",12,"R",6,"R",6
152080, 1,29,3,4,"R",12124,"R",6650,"R",5474,"R",41,"R",22,"R",19,"R",610,"R",298,"R",312,"R",380,"R",198,"R",182,"R",1100,"R",571,"R",529,"R",2,"R",1,"R",1,"R",7947,"R",4431,"R",3516,"R",429,"R",192,"R",237,"R",549,"R",327,"R",222,"R",1066,"R",610,"R",456
152080, 2,99,3,1,"R",8477,"R",4465,"R",4012,"R",33,"R",15,"R",18,"R",509,"R",244,"R",265,"R",302,"R",156,"R",146,"R",867,"R",440,"R",427,"R",1,"R",0,"R",1,"R",6034,"R",3280,"R",2754,"R",330,"R",137,"R",193,"R",46,"R",28,"R",18,"R",355,"R",165,"R",190
152080, 3,99,3,1,"R",8466,"R",4460,"R",4006,"R",33,"R",15,"R",18,"R",509,"R",244,"R",265,"R",302,"R",156,"R",146,"R",867,"R",440,"R",427,"R",1,"R",0,"R",1,"R",6033,"R",3279,"R",2754,"R",330,"R",137,"R",193,"R",46,"R",28,"R",18,"R",345,"R",161,"R",184
152080, 4,99,3,1,"R",2070,"R",1077,"R",993,"R",4,"R",2,"R",2,"R",107,"R",47,"R",60,"R",89,"R",47,"R",42,"R",219,"R",104,"R",115,"R",0,"R",0,"R",0,"R",1439,"R",783,"R",656,"R",108,"R",50,"R",58,"R",8,"R",4,"R",4,"R",96,"R",40,"R",56
152080, 5,99,3,1,"R",6396,"R",3383,"R",3013,"R",29,"R",13,"R",16,"R",402,"R",197,"R",205,"R",213,"R",109,"R",104,"R",648,"R",336,"R",312,"R",1,"R",0,"R",1,"R",4594,"R",2496,"R",2098,"R",222,"R",87,"R",135,"R",38,"R",24,"R",14,"R",249,"R",121,"R",128
152080,11,99,3,1,"R",11,"R",5,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10,"R",4,"R",6
152080,12,99,3,3,"R",3647,"R",2185,"R",1462,"R",8,"R",7,"R",1,"R",101,"R",54,"R",47,"R",78,"R",42,"R",36,"R",233,"R",131,"R",102,"R",1,"R",1,"R",0,"R",1913,"R",1151,"R",762,"R",99,"R",55,"R",44,"R",503,"R",299,"R",204,"R",711,"R",445,"R",266
152080,19,99,3,1,"R",127,"R",65,"R",62,"R",0,"R",0,"R",0,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0,"R",102,"R",53,"R",49,"R",3,"R",2,"R",1,"R",8,"R",4,"R",4,"R",4,"R",1,"R",3
152080,20,99,3,1,"R",6269,"R",3318,"R",2951,"R",29,"R",13,"R",16,"R",397,"R",192,"R",205,"R",213,"R",109,"R",104,"R",643,"R",336,"R",307,"R",1,"R",0,"R",1,"R",4492,"R",2443,"R",2049,"R",219,"R",85,"R",134,"R",30,"R",20,"R",10,"R",245,"R",120,"R",125
152080,21,14,1,4,"R",11908,"R",6560,"R",5348,"R",40,"R",21,"R",19,"R",607,"R",295,"R",312,"R",372,"R",192,"R",180,"R",1089,"R",565,"R",524,"R",2,"R",1,"R",1,"R",7833,"R",4384,"R",3449,"R",423,"R",190,"R",233,"R",502,"R",313,"R",189,"R",1040,"R",599,"R",441
152080,22, 8,1,1,"R",8459,"R",4452,"R",4007,"R",33,"R",15,"R",18,"R",509,"R",244,"R",265,"R",300,"R",154,"R",146,"R",864,"R",438,"R",426,"R",1,"R",0,"R",1,"R",6025,"R",3274,"R",2751,"R",329,"R",137,"R",192,"R",44,"R",26,"R",18,"R",354,"R",164,"R",190
152080,23, 6,1,1,"R",8449,"R",4448,"R",4001,"R",33,"R",15,"R",18,"R",509,"R",244,"R",265,"R",300,"R",154,"R",146,"R",864,"R",438,"R",426,"R",1,"R",0,"R",1,"R",6025,"R",3274,"R",2751,"R",329,"R",137,"R",192,"R",44,"R",26,"R",18,"R",344,"R",160,"R",184
152080,24, 1,1,1,"R",2070,"R",1077,"R",993,"R",4,"R",2,"R",2,"R",107,"R",47,"R",60,"R",89,"R",47,"R",42,"R",219,"R",104,"R",115,"R",0,"R",0,"R",0,"R",1439,"R",783,"R",656,"R",108,"R",50,"R",58,"R",8,"R",4,"R",4,"R",96,"R",40,"R",56
152080,25,99,1,1,"R",6379,"R",3371,"R",3008,"R",29,"R",13,"R",16,"R",402,"R",197,"R",205,"R",211,"R",107,"R",104,"R",645,"R",334,"R",311,"R",1,"R",0,"R",1,"R",4586,"R",2491,"R",2095,"R",221,"R",87,"R",134,"R",36,"R",22,"R",14,"R",248,"R",120,"R",128
152080,31, 7,1,1,"R",10,"R",4,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10,"R",4,"R",6
152080,32,11,1,3,"R",3449,"R",2108,"R",1341,"R",7,"R",6,"R",1,"R",98,"R",51,"R",47,"R",72,"R",38,"R",34,"R",225,"R",127,"R",98,"R",1,"R",1,"R",0,"R",1808,"R",1110,"R",698,"R",94,"R",53,"R",41,"R",458,"R",287,"R",171,"R",686,"R",435,"R",251
152080,39, 2,1,1,"R",127,"R",65,"R",62,"R",0,"R",0,"R",0,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",5,"R",0,"R",5,"R",0,"R",0,"R",0,"R",102,"R",53,"R",49,"R",3,"R",2,"R",1,"R",8,"R",4,"R",4,"R",4,"R",1,"R",3
152080,40, 3,1,1,"R",6252,"R",3306,"R",2946,"R",29,"R",13,"R",16,"R",397,"R",192,"R",205,"R",211,"R",107,"R",104,"R",640,"R",334,"R",306,"R",1,"R",0,"R",1,"R",4484,"R",2438,"R",2046,"R",218,"R",85,"R",133,"R",28,"R",18,"R",10,"R",244,"R",119,"R",125
152080,41,28,2,4,"R",216,"R",90,"R",126,"R",1,"R",1,"R",0,"R",3,"R",3,"R",0,"R",8,"R",6,"R",2,"R",11,"R",6,"R",5,"R",0,"R",0,"R",0,"R",114,"R",47,"R",67,"R",6,"R",2,"R",4,"R",47,"R",14,"R",33,"R",26,"R",11,"R",15
152080,42,22,2,1,"R",18,"R",13,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",2,"R",0,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0,"R",9,"R",6,"R",3,"R",1,"R",0,"R",1,"R",2,"R",2,"R",0,"R",1,"R",1,"R",0
152080,43,20,2,1,"R",17,"R",12,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",2,"R",0,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0,"R",8,"R",5,"R",3,"R",1,"R",0,"R",1,"R",2,"R",2,"R",0,"R",1,"R",1,"R",0
152080,45,99,2,1,"R",17,"R",12,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",2,"R",0,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0,"R",8,"R",5,"R",3,"R",1,"R",0,"R",1,"R",2,"R",2,"R",0,"R",1,"R",1,"R",0
152080,51,21,2,1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
152080,52,25,2,3,"R",198,"R",77,"R",121,"R",1,"R",1,"R",0,"R",3,"R",3,"R",0,"R",6,"R",4,"R",2,"R",8,"R",4,"R",4,"R",0,"R",0,"R",0,"R",105,"R",41,"R",64,"R",5,"R",2,"R",3,"R",45,"R",12,"R",33,"R",25,"R",10,"R",15
152080,60,17,2,1,"R",17,"R",12,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",2,"R",0,"R",3,"R",2,"R",1,"R",0,"R",0,"R",0,"R",8,"R",5,"R",3,"R",1,"R",0,"R",1,"R",2,"R",2,"R",0,"R",1,"R",1,"R",0
162928, 1,29,3,4,"R",20918,"R",10230,"R",10688,"R",40,"R",13,"R",27,"R",2732,"R",1317,"R",1415,"R",1307,"R",497,"R",810,"R",1326,"R",662,"R",664,"R",23,"R",9,"R",14,"R",10326,"R",5141,"R",5185,"R",619,"R",276,"R",343,"R",859,"R",463,"R",396,"R",3686,"R",1852,"R",1834
162928, 2,99,3,1,"R",6117,"R",2981,"R",3136,"R",8,"R",3,"R",5,"R",1116,"R",576,"R",540,"R",349,"R",137,"R",212,"R",615,"R",302,"R",313,"R",5,"R",1,"R",4,"R",2996,"R",1459,"R",1537,"R",247,"R",108,"R",139,"R",139,"R",63,"R",76,"R",642,"R",332,"R",310
162928, 3,99,3,1,"R",5932,"R",2939,"R",2993,"R",7,"R",3,"R",4,"R",1104,"R",574,"R",530,"R",330,"R",132,"R",198,"R",602,"R",300,"R",302,"R",4,"R",1,"R",3,"R",2890,"R",1441,"R",1449,"R",241,"R",108,"R",133,"R",135,"R",60,"R",75,"R",619,"R",320,"R",299
162928, 4,99,3,1,"R",1390,"R",700,"R",690,"R",1,"R",0,"R",1,"R",287,"R",152,"R",135,"R",79,"R",30,"R",49,"R",173,"R",86,"R",87,"R",1,"R",0,"R",1,"R",604,"R",315,"R",289,"R",66,"R",35,"R",31,"R",36,"R",11,"R",25,"R",143,"R",71,"R",72
162928, 5,99,3,1,"R",4542,"R",2239,"R",2303,"R",6,"R",3,"R",3,"R",817,"R",422,"R",395,"R",251,"R",102,"R",149,"R",429,"R",214,"R",215,"R",3,"R",1,"R",2,"R",2286,"R",1126,"R",1160,"R",175,"R",73,"R",102,"R",99,"R",49,"R",50,"R",476,"R",249,"R",227
162928,11,99,3,1,"R",185,"R",42,"R",143,"R",1,"R",0,"R",1,"R",12,"R",2,"R",10,"R",19,"R",5,"R",14,"R",13,"R",2,"R",11,"R",1,"R",0,"R",1,"R",106,"R",18,"R",88,"R",6,"R",0,"R",6,"R",4,"R",3,"R",1,"R",23,"R",12,"R",11
162928,12,99,3,3,"R",14801,"R",7249,"R",7552,"R",32,"R",10,"R",22,"R",1616,"R",741,"R",875,"R",958,"R",360,"R",598,"R",711,"R",360,"R",351,"R",18,"R",8,"R",10,"R",7330,"R",3682,"R",3648,"R",372,"R",168,"R",204,"R",720,"R",400,"R",320,"R",3044,"R",1520,"R",1524
162928,19,99,3,1,"R",277,"R",84,"R",193,"R",0,"R",0,"R",0,"R",31,"R",9,"R",22,"R",15,"R",3,"R",12,"R",15,"R",3,"R",12,"R",0,"R",0,"R",0,"R",145,"R",33,"R",112,"R",11,"R",2,"R",9,"R",5,"R",4,"R",1,"R",55,"R",30,"R",25
162928,20,99,3,1,"R",4265,"R",2155,"R",2110,"R",6,"R",3,"R",3,"R",786,"R",413,"R",373,"R",236,"R",99,"R",137,"R",414,"R",211,"R",203,"R",3,"R",1,"R",2,"R",2141,"R",1093,"R",1048,"R",164,"R",71,"R",93,"R",94,"R",45,"R",49,"R",421,"R",219,"R",202
162928,21,14,1,4,"R",13256,"R",6516,"R",6740,"R",22,"R",7,"R",15,"R",1918,"R",931,"R",987,"R",664,"R",251,"R",413,"R",892,"R",451,"R",441,"R",4,"R",2,"R",2,"R",5833,"R",2898,"R",2935,"R",418,"R",185,"R",233,"R",317,"R",157,"R",160,"R",3188,"R",1634,"R",1554
162928,22, 8,1,1,"R",5865,"R",2919,"R",2946,"R",7,"R",3,"R",4,"R",1089,"R",568,"R",521,"R",317,"R",128,"R",189,"R",595,"R",300,"R",295,"R",3,"R",1,"R",2,"R",2851,"R",1428,"R",1423,"R",240,"R",107,"R",133,"R",132,"R",59,"R",73,"R",631,"R",325,"R",306
162928,23, 6,1,1,"R",5838,"R",2901,"R",2937,"R",7,"R",3,"R",4,"R",1088,"R",567,"R",521,"R",314,"R",125,"R",189,"R",595,"R",300,"R",295,"R",3,"R",1,"R",2,"R",2849,"R",1426,"R",1423,"R",240,"R",107,"R",133,"R",132,"R",59,"R",73,"R",610,"R",313,"R",297
162928,24, 1,1,1,"R",1390,"R",700,"R",690,"R",1,"R",0,"R",1,"R",287,"R",152,"R",135,"R",79,"R",30,"R",49,"R",173,"R",86,"R",87,"R",1,"R",0,"R",1,"R",604,"R",315,"R",289,"R",66,"R",35,"R",31,"R",36,"R",11,"R",25,"R",143,"R",71,"R",72
162928,25,99,1,1,"R",4448,"R",2201,"R",2247,"R",6,"R",3,"R",3,"R",801,"R",415,"R",386,"R",235,"R",95,"R",140,"R",422,"R",214,"R",208,"R",2,"R",1,"R",1,"R",2245,"R",1111,"R",1134,"R",174,"R",72,"R",102,"R",96,"R",48,"R",48,"R",467,"R",242,"R",225
162928,31, 7,1,1,"R",27,"R",18,"R",9,"R",0,"R",0,"R",0,"R",1,"R",1,"R",0,"R",3,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21,"R",12,"R",9
162928,32,11,1,3,"R",7391,"R",3597,"R",3794,"R",15,"R",4,"R",11,"R",829,"R",363,"R",466,"R",347,"R",123,"R",224,"R",297,"R",151,"R",146,"R",1,"R",1,"R",0,"R",2982,"R",1470,"R",1512,"R",178,"R",78,"R",100,"R",185,"R",98,"R",87,"R",2557,"R",1309,"R",1248
162928,39, 2,1,1,"R",277,"R",84,"R",193,"R",0,"R",0,"R",0,"R",31,"R",9,"R",22,"R",15,"R",3,"R",12,"R",15,"R",3,"R",12,"R",0,"R",0,"R",0,"R",145,"R",33,"R",112,"R",11,"R",2,"R",9,"R",5,"R",4,"R",1,"R",55,"R",30,"R",25
162928,40, 3,1,1,"R",4171,"R",2117,"R",2054,"R",6,"R",3,"R",3,"R",770,"R",406,"R",364,"R",220,"R",92,"R",128,"R",407,"R",211,"R",196,"R",2,"R",1,"R",1,"R",2100,"R",1078,"R",1022,"R",163,"R",70,"R",93,"R",91,"R",44,"R",47,"R",412,"R",212,"R",200
162928,41,28,2,4,"R",7662,"R",3714,"R",3948,"R",18,"R",6,"R",12,"R",814,"R",386,"R",428,"R",643,"R",246,"R",397,"R",434,"R",211,"R",223,"R",19,"R",7,"R",12,"R",4493,"R",2243,"R",2250,"R",201,"R",91,"R",110,"R",542,"R",306,"R",236,"R",498,"R",218,"R",280
162928,42,22,2,1,"R",252,"R",62,"R",190,"R",1,"R",0,"R",1,"R",27,"R",8,"R",19,"R",32,"R",9,"R",23,"R",20,"R",2,"R",18,"R",2,"R",0,"R",2,"R",145,"R",31,"R",114,"R",7,"R",1,"R",6,"R",7,"R",4,"R",3,"R",11,"R",7,"R",4
162928,43,20,2,1,"R",94,"R",38,"R",56,"R",0,"R",0,"R",0,"R",16,"R",7,"R",9,"R",16,"R",7,"R",9,"R",7,"R",0,"R",7,"R",1,"R",0,"R",1,"R",41,"R",15,"R",26,"R",1,"R",1,"R",0,"R",3,"R",1,"R",2,"R",9,"R",7,"R",2
162928,45,99,2,1,"R",94,"R",38,"R",56,"R",0,"R",0,"R",0,"R",16,"R",7,"R",9,"R",16,"R",7,"R",9,"R",7,"R",0,"R",7,"R",1,"R",0,"R",1,"R",41,"R",15,"R",26,"R",1,"R",1,"R",0,"R",3,"R",1,"R",2,"R",9,"R",7,"R",2
162928,51,21,2,1,"R",158,"R",24,"R",134,"R",1,"R",0,"R",1,"R",11,"R",1,"R",10,"R",16,"R",2,"R",14,"R",13,"R",2,"R",11,"R",1,"R",0,"R",1,"R",104,"R",16,"R",88,"R",6,"R",0,"R",6,"R",4,"R",3,"R",1,"R",2,"R",0,"R",2
162928,52,25,2,3,"R",7410,"R",3652,"R",3758,"R",17,"R",6,"R",11,"R",787,"R",378,"R",409,"R",611,"R",237,"R",374,"R",414,"R",209,"R",205,"R",17,"R",7,"R",10,"R",4348,"R",2212,"R",2136,"R",194,"R",90,"R",104,"R",535,"R",302,"R",233,"R",487,"R",211,"R",276
